Genes	Healthy_Sample_1	Healthy_Sample_2	Healthy_Sample_3	Healthy_Sample_4	Healthy_Sample_5	Healthy_Sample_6	Healthy_Sample_7	Healthy_Sample_8	Healthy_Sample_9	Healthy_Sample_10	Healthy_Sample_11	Healthy_Sample_12	Healthy_Sample_13	Healthy_Sample_14	Healthy_Sample_15	Healthy_Sample_16	Healthy_Sample_17	Healthy_Sample_18	Healthy_Sample_19	Healthy_Sample_20	Healthy_Sample_21	Healthy_Sample_22	Healthy_Sample_23	Healthy_Sample_24	Healthy_Sample_25	Healthy_Sample_26	Healthy_Sample_27	Healthy_Sample_28	Healthy_Sample_29	Healthy_Sample_30	Healthy_Sample_31	Healthy_Sample_32	Healthy_Sample_33	Healthy_Sample_34	Healthy_Sample_35	Healthy_Sample_36	Healthy_Sample_37	Healthy_Sample_38	Healthy_Sample_39	Healthy_Sample_40	Healthy_Sample_41	Healthy_Sample_42	Healthy_Sample_43	Healthy_Sample_44	Healthy_Sample_45	Healthy_Sample_46	Healthy_Sample_47	Healthy_Sample_48	Healthy_Sample_49	Healthy_Sample_50
Gene_11	36.8578574029819	44.2148071908324	22.7150906939904	44.862155362908	26.4111936868499	13.4482541512281	23.1507393001381	20.3639852957494	29.7497622801261	44.862155362908	27.9022207475842	21.590900219158	13.4482541512281	148.831263060236	43.2030607580277	128.933925721079	22.9970604642188	30.820146156842	20.634731782982	23.4820471925886	16.3261713538586	66.4613422306072	29.2786869087839	25.2087968022658	34.8988198884765	15.8409405262132	30.5534400572808	24.6873190308666	32.9257757739028	23.1507393001381	25.0416810332976	17.1389841675355	23.1507393001381	20.634731782982	23.6562918031653	35.2935631842966	88.3974978276746	19.4152918921905	148.831263060236	107.000851944588	30.5534400572808	27.4160190939664	19.9075978306534	60.9029170065286	39.6699644855061	10.4323127523519	14.5351213240257	17.5987549697503	14.5351213240257	74.1583064605287
Gene_12	96.4705544212345	32.3254463744763	36.0759690080096	39.1583742644538	23.1507393001381	19.9075978306534	80.0192017712358	13.9779605813156	35.7158027672379	19.5248980122374	37.2186761270286	12.520489180021	8.19337813614795	82.0269497509755	22.5441368041107	43.2030607580277	13.1609100073585	26.4111936868499	30.2955227107951	44.2148071908324	9.8637641875937	27.205062861134	31.6831485782793	18.4977185904863	19.5248980122374	17.2562965803303	82.0269497509755	39.1583742644538	17.7211442989921	36.4524487118646	15.547575710196	22.5441368041107	27.9022207475842	19.9075978306534	11.554604000265	37.2186761270286	38.1747344366478	30.5534400572808	88.3974978276746	82.0269497509755	17.3590269000621	44.862155362908	39.6699644855061	82.0269497509755	40.7628210651578	12.7036134161858	22.7150906939904	44.2148071908324	78.9891277645443	38.1747344366478
Gene_13	34.1792835759368	33.5374190965583	10.7919954932055	110.537096273441	86.3063973318494	18.1252573446668	84.6483560509519	18.8532227471988	194.789404521219	74.1583064605287	29.0317041158245	5.03857859606835	8.58669605005388	18.4977185904863	17.497489745083	15.6434733415215	27.9022207475842	30.5534400572808	20.4940239782744	35.7158027672379	8.58669605005388	27.9022207475842	36.8578574029819	23.8754149027274	62.9485818877353	118.1039431498	34.8988198884765	22.2403840073675	22.2403840073675	24.5063664548136	12.1669692419542	22.1046687733395	19.5248980122374	17.2562965803303	15.2138996044701	128.933925721079	29.2786869087839	94.6327670427977	107.000851944588	28.1110930958084	24.8684991437945	42.1631804003446	70.4181244348388	70.4181244348388	30.2955227107951	28.5687102225689	27.9022207475842	39.1583742644538	13.8931181359721	25.0416810332976
Gene_14	80.0192017712358	35.7158027672379	19.5248980122374	25.9924309426838	26.8334561112907	29.2786869087839	128.933925721079	21.7473670914607	40.7628210651578	33.2541228825371	35.7158027672379	14.3391848787193	12.7036134161858	122.358525570531	35.2935631842966	18.7332305103478	122.358525570531	28.5687102225689	26.8334561112907	40.7628210651578	14.6301876096749	41.3016919689148	93.0063502603473	21.7473670914607	34.5224639013784	40.2913639817804	26.6194459758749	17.5987549697503	10.9616996180137	16.0891491291114	10.556287404865	24.0442888635237	12.9005132762932	40.7628210651578	29.7497622801261	36.8578574029819	25.8023015973525	20.8129462967356	128.933925721079	94.6327670427977	21.9031197531889	16.5289886528603	27.6594388244036	93.0063502603473	64.7440773842507	32.3254463744763	37.2186761270286	19.2832982576816	32.666796662499	114.566216074651
Gene_15	20.4940239782744	37.2186761270286	24.8684991437945	27.9022207475842	36.0759690080096	22.5441368041107	31.0936890938052	24.8684991437945	128.933925721079	36.4524487118646	25.8023015973525	12.074533155647	11.985674260235	32.3254463744763	22.3818731907291	22.861279377073	25.2087968022658	30.014779884529	23.3422176738772	98.2485577478967	15.8409405262132	22.5441368041107	38.1747344366478	12.9908866548917	14.8213010675142	33.8479582880642	70.4181244348388	40.2913639817804	12.7036134161858	32.9257757739028	23.1507393001381	18.6103596096042	25.2087968022658	17.3590269000621	11.9035438880156	102.33978883358	80.0192017712358	43.2030607580277	96.4705544212345	77.9614005626479	27.6594388244036	58.2091542789762	26.6194459758749	17.8774310815549	24.8684991437945	13.0812217883777	40.2913639817804	31.3597955123607	26.8334561112907	27.6594388244036
Gene_16	20.0736890447287	22.9970604642188	18.8532227471988	26.8334561112907	43.2030607580277	23.6562918031653	16.8228910831014	14.6301876096749	93.0063502603473	22.9970604642188	77.9614005626479	13.3629927795396	11.3080935408944	25.2087968022658	16.3261713538586	21.4214106622072	15.4351917289121	10.556287404865	148.831263060236	33.2541228825371	20.8129462967356	18.8532227471988	39.6699644855061	43.2030607580277	28.5687102225689	23.6562918031653	20.4940239782744	70.4181244348388	14.238590484282	33.8479582880642	11.2243765735055	29.0317041158245	20.8129462967356	22.7150906939904	71.6947252888393	77.9614005626479	27.205062861134	27.6594388244036	77.9614005626479	25.9924309426838	29.0317041158245	128.933925721079	11.1305820581802	80.0192017712358	25.2087968022658	20.2200537284591	44.2148071908324	23.1507393001381	44.2148071908324	80.0192017712358
Gene_17	66.4613422306072	18.9784576593742	30.014779884529	27.6594388244036	148.831263060236	23.8754149027274	122.358525570531	25.4169748100439	107.000851944588	122.358525570531	58.2091542789762	25.4169748100439	30.2955227107951	33.5374190965583	71.6947252888393	66.4613422306072	16.5289886528603	39.6699644855061	22.7150906939904	62.9485818877353	20.634731782982	21.9031197531889	148.831263060236	16.9196828398171	23.6562918031653	17.1389841675355	14.8213010675142	21.1361964452699	15.7459250832863	44.862155362908	13.8931181359721	71.6947252888393	13.0812217883777	13.1609100073585	18.2381856555531	19.9075978306534	31.0936890938052	86.3063973318494	38.624113584329	98.2485577478967	31.0936890938052	14.1497806325212	9.72099062071484	122.358525570531	84.6483560509519	15.0328509224266	96.4705544212345	71.6947252888393	30.2955227107951	39.6699644855061
Gene_18	11.4599593757719	39.6699644855061	16.0891491291114	70.4181244348388	10.7919954932055	24.5063664548136	37.2186761270286	25.5972319118266	70.4181244348388	118.1039431498	22.3818731907291	18.7332305103478	10.7919954932055	84.6483560509519	24.5063664548136	96.4705544212345	37.2186761270286	20.4940239782744	30.5534400572808	64.7440773842507	16.0891491291114	7.42848657571033	110.537096273441	22.3818731907291	16.1876120776024	37.7263333456805	19.7820170532126	24.308716912785	24.308716912785	26.6194459758749	21.9031197531889	36.4524487118646	13.8052780040714	27.4160190939664	14.6301876096749	22.5441368041107	23.3422176738772	35.2935631842966	71.6947252888393	37.2186761270286	21.1361964452699	38.1747344366478	18.1252573446668	166.157261065325	28.5687102225689	25.5972319118266	21.9031197531889	20.2200537284591	58.2091542789762	118.1039431498
Gene_19	26.6194459758749	32.666796662499	28.8133328360634	23.3422176738772	12.4309613473671	25.0416810332976	91.0443167039292	18.6103596096042	166.157261065325	148.831263060236	94.6327670427977	13.8931181359721	8.73977303863507	12.3386226184309	29.4934840015776	20.9808767648424	24.5063664548136	15.0328509224266	71.6947252888393	91.0443167039292	14.1497806325212	30.5534400572808	66.4613422306072	60.9029170065286	27.9022207475842	70.4181244348388	20.634731782982	27.0294891972825	10.2759452165587	43.2030607580277	18.0042762445777	31.9841538960417	30.014779884529	27.205062861134	25.2087968022658	27.205062861134	44.2148071908324	13.9779605813156	93.0063502603473	148.831263060236	29.2786869087839	30.5534400572808	80.0192017712358	21.590900219158	27.205062861134	21.590900219158	28.3355908749301	11.3080935408944	17.5987549697503	110.537096273441
Gene_20	24.0442888635237	30.2955227107951	16.4302806668997	37.7263333456805	17.497489745083	10.9616996180137	32.666796662499	13.7161758338053	58.2091542789762	42.1631804003446	38.1747344366478	5.75215956376681	13.2618982297514	42.1631804003446	31.6831485782793	30.2955227107951	62.9485818877353	32.666796662499	23.6562918031653	82.0269497509755	15.9733529831654	18.7332305103478	128.933925721079	30.2955227107951	14.7348000028457	98.2485577478967	34.5224639013784	77.9614005626479	24.6873190308666	9.57381928699868	13.7161758338053	25.8023015973525	71.6947252888393	24.308716912785	24.308716912785	24.8684991437945	39.6699644855061	28.5687102225689	78.9891277645443	31.6831485782793	32.3254463744763	15.7459250832863	15.7459250832863	26.8334561112907	66.4613422306072	24.0442888635237	43.2030607580277	11.554604000265	30.820146156842	44.862155362908
Gene_21	27.6594388244036	29.2786869087839	18.0042762445777	16.9196828398171	25.0416810332976	20.9808767648424	36.4524487118646	16.8228910831014	26.6194459758749	64.7440773842507	27.0294891972825	16.0891491291114	20.2200537284591	18.6103596096042	32.3254463744763	32.3254463744763	20.3639852957494	14.3391848787193	20.0736890447287	194.789404521219	9.72099062071484	30.014779884529	102.33978883358	38.624113584329	15.1219683837163	23.3422176738772	22.2403840073675	18.4977185904863	11.1305820581802	38.1747344366478	10.3574581410377	66.4613422306072	37.2186761270286	20.9808767648424	8.81543754556767	21.4214106622072	74.1583064605287	40.7628210651578	98.2485577478967	102.33978883358	25.0416810332976	21.590900219158	37.7263333456805	78.9891277645443	18.2381856555531	16.4302806668997	24.5063664548136	38.624113584329	28.8133328360634	39.1583742644538
Gene_22	14.4325866722036	31.3597955123607	34.8988198884765	21.1361964452699	22.5441368041107	86.3063973318494	29.4934840015776	44.2148071908324	71.6947252888393	12.3386226184309	71.6947252888393	14.6301876096749	14.6301876096749	20.4940239782744	25.2087968022658	18.1252573446668	15.0328509224266	18.3692821219766	13.8052780040714	118.1039431498	24.5063664548136	10.1049896937369	25.2087968022658	15.7459250832863	28.3355908749301	26.1657088149116	30.014779884529	20.634731782982	31.6831485782793	22.861279377073	16.6223952925975	17.3590269000621	21.7473670914607	18.3692821219766	9.72099062071484	25.2087968022658	41.3016919689148	91.0443167039292	110.537096273441	122.358525570531	30.014779884529	77.9614005626479	28.8133328360634	148.831263060236	35.2935631842966	19.6711189233516	32.666796662499	18.4977185904863	41.3016919689148	34.8988198884765
Gene_23	18.1252573446668	23.8754149027274	23.4820471925886	26.4111936868499	31.6831485782793	29.0317041158245	41.3016919689148	16.0891491291114	20.3639852957494	12.2518427568575	84.6483560509519	13.9779605813156	18.1252573446668	20.8129462967356	25.0416810332976	30.014779884529	58.2091542789762	28.8133328360634	98.2485577478967	110.537096273441	15.0328509224266	28.3355908749301	36.0759690080096	17.497489745083	14.238590484282	22.1046687733395	37.7263333456805	58.2091542789762	19.6711189233516	29.4934840015776	22.1046687733395	8.35564326071418	74.1583064605287	62.9485818877353	19.1153255268734	21.2496788768274	36.0759690080096	78.9891277645443	118.1039431498	39.6699644855061	24.5063664548136	70.4181244348388	10.7091441811774	110.537096273441	71.6947252888393	18.6103596096042	22.2403840073675	25.2087968022658	12.520489180021	128.933925721079
Gene_24	40.7628210651578	27.6594388244036	23.8754149027274	23.1507393001381	19.6711189233516	15.2138996044701	21.590900219158	14.8213010675142	28.1110930958084	29.7497622801261	44.862155362908	7.49909755150497	7.7300794044781	17.1389841675355	29.7497622801261	17.7211442989921	74.1583064605287	36.0759690080096	22.3818731907291	31.3597955123607	6.94916896261285	33.8479582880642	30.2955227107951	36.8578574029819	14.5351213240257	84.6483560509519	35.7158027672379	27.6594388244036	25.5972319118266	23.3422176738772	7.94622556131883	17.2562965803303	16.1876120776024	23.1507393001381	17.8774310815549	18.3692821219766	34.8988198884765	27.9022207475842	166.157261065325	34.5224639013784	25.4169748100439	12.4309613473671	12.9005132762932	58.2091542789762	43.2030607580277	21.2496788768274	30.2955227107951	64.7440773842507	35.7158027672379	34.5224639013784
Gene_25	22.7150906939904	33.8479582880642	31.3597955123607	22.861279377073	11.2243765735055	27.9022207475842	31.9841538960417	20.8129462967356	34.5224639013784	23.1507393001381	28.1110930958084	11.4599593757719	23.4820471925886	31.3597955123607	40.7628210651578	18.0042762445777	26.8334561112907	10.1974785935761	20.2200537284591	166.157261065325	13.5339805315679	24.308716912785	122.358525570531	15.322167457989	8.81543754556767	23.8754149027274	21.2496788768274	11.7816245008157	23.1507393001381	21.9031197531889	7.57348240672101	27.9022207475842	17.2562965803303	12.2518427568575	18.1252573446668	23.3422176738772	166.157261065325	93.0063502603473	84.6483560509519	33.5374190965583	44.2148071908324	15.547575710196	22.9970604642188	91.0443167039292	28.8133328360634	15.9733529831654	17.7211442989921	19.4152918921905	16.6223952925975	88.3974978276746
Gene_26	22.5441368041107	62.9485818877353	21.7473670914607	18.9784576593742	44.862155362908	28.1110930958084	28.1110930958084	16.9196828398171	31.3597955123607	22.2403840073675	19.4152918921905	10.7091441811774	6.87418119439625	28.5687102225689	35.7158027672379	25.8023015973525	22.3818731907291	29.4934840015776	40.2913639817804	122.358525570531	13.3629927795396	22.7150906939904	60.9029170065286	20.8129462967356	12.6295802785727	28.3355908749301	15.6434733415215	22.7150906939904	13.3629927795396	21.4214106622072	18.4977185904863	20.4940239782744	35.7158027672379	15.8409405262132	16.7205020203962	107.000851944588	96.4705544212345	27.4160190939664	94.6327670427977	22.9970604642188	23.6562918031653	37.2186761270286	28.1110930958084	77.9614005626479	98.2485577478967	24.6873190308666	82.0269497509755	17.497489745083	43.2030607580277	91.0443167039292
Gene_27	39.1583742644538	36.0759690080096	22.3818731907291	41.3016919689148	18.7332305103478	30.014779884529	18.6103596096042	15.6434733415215	110.537096273441	34.8988198884765	31.3597955123607	9.33686566418524	13.0812217883777	27.4160190939664	17.1389841675355	44.862155362908	35.2935631842966	22.1046687733395	25.4169748100439	58.2091542789762	3.64928129014122	62.9485818877353	64.7440773842507	27.0294891972825	21.1361964452699	38.1747344366478	88.3974978276746	22.3818731907291	19.9075978306534	21.590900219158	9.2680663984795	28.1110930958084	30.2955227107951	18.9784576593742	6.13151545142048	44.862155362908	17.3590269000621	64.7440773842507	82.0269497509755	44.862155362908	31.3597955123607	60.9029170065286	15.4351917289121	71.6947252888393	21.4214106622072	35.2935631842966	24.6873190308666	15.322167457989	27.0294891972825	98.2485577478967
Gene_28	16.8228910831014	23.1507393001381	18.9784576593742	122.358525570531	10.556287404865	12.9908866548917	62.9485818877353	14.3391848787193	42.1631804003446	82.0269497509755	41.3016919689148	10.4323127523519	30.014779884529	25.5972319118266	15.322167457989	40.7628210651578	93.0063502603473	16.9196828398171	128.933925721079	107.000851944588	9.57381928699868	24.5063664548136	29.4934840015776	11.4599593757719	13.8052780040714	7.65711117465553	23.6562918031653	30.2955227107951	15.4351917289121	37.2186761270286	114.566216074651	25.5972319118266	33.8479582880642	25.9924309426838	9.78878445610002	31.6831485782793	17.1389841675355	30.820146156842	66.4613422306072	110.537096273441	70.4181244348388	66.4613422306072	37.2186761270286	128.933925721079	10.7091441811774	11.0480310045885	74.1583064605287	18.9784576593742	36.0759690080096	107.000851944588
Gene_29	34.5224639013784	22.3818731907291	22.9970604642188	28.8133328360634	19.2832982576816	16.7205020203962	66.4613422306072	34.1792835759368	26.1657088149116	21.590900219158	29.2786869087839	13.4482541512281	12.4309613473671	44.2148071908324	29.0317041158245	78.9891277645443	194.789404521219	94.6327670427977	19.6711189233516	84.6483560509519	9.33686566418524	22.1046687733395	84.6483560509519	27.6594388244036	33.8479582880642	13.2618982297514	18.0042762445777	26.8334561112907	8.73977303863507	26.4111936868499	11.6949064566162	9.78878445610002	15.8409405262132	14.0624664039651	13.3629927795396	84.6483560509519	110.537096273441	194.789404521219	39.1583742644538	27.4160190939664	36.0759690080096	64.7440773842507	58.2091542789762	94.6327670427977	107.000851944588	15.2138996044701	122.358525570531	40.7628210651578	19.7820170532126	96.4705544212345
Gene_30	28.5687102225689	31.0936890938052	25.4169748100439	27.0294891972825	62.9485818877353	18.9784576593742	24.8684991437945	13.0812217883777	19.9075978306534	21.1361964452699	28.3355908749301	20.9808767648424	14.4325866722036	32.9257757739028	27.4160190939664	29.7497622801261	40.2913639817804	31.9841538960417	27.205062861134	94.6327670427977	17.8774310815549	14.8213010675142	33.8479582880642	18.7332305103478	17.5987549697503	35.2935631842966	23.8754149027274	33.8479582880642	15.2138996044701	26.8334561112907	17.021511391073	17.8774310815549	18.8532227471988	12.6295802785727	21.9031197531889	32.666796662499	32.3254463744763	66.4613422306072	58.2091542789762	118.1039431498	28.5687102225689	24.0442888635237	34.5224639013784	96.4705544212345	41.3016919689148	19.1153255268734	62.9485818877353	30.5534400572808	40.2913639817804	30.5534400572808
Gene_31	24.5063664548136	41.3016919689148	7.65711117465553	26.1657088149116	10.6410113852422	44.2148071908324	19.7820170532126	38.1747344366478	98.2485577478967	62.9485818877353	25.0416810332976	26.1657088149116	107.000851944588	17.8774310815549	14.5351213240257	15.8409405262132	12.4309613473671	15.2138996044701	122.358525570531	37.2186761270286	31.0936890938052	96.4705544212345	19.6711189233516	29.4934840015776	13.1609100073585	19.7820170532126	20.0736890447287	22.861279377073	15.9733529831654	11.554604000265	12.9005132762932	28.8133328360634	38.1747344366478	35.2935631842966	31.0936890938052	22.861279377073	30.820146156842	24.8684991437945	7.57348240672101	33.2541228825371	8.73977303863507	27.205062861134	18.3692821219766	10.9616996180137	29.7497622801261	14.4325866722036	31.6831485782793	24.5063664548136	25.5972319118266	29.0317041158245
Gene_32	13.8052780040714	128.933925721079	9.64019908381624	16.7205020203962	41.3016919689148	91.0443167039292	35.7158027672379	23.4820471925886	27.6594388244036	18.6103596096042	26.4111936868499	19.5248980122374	18.8532227471988	86.3063973318494	11.1305820581802	9.41491740142021	5.53409873247811	23.6562918031653	37.7263333456805	7.10125629977432	22.3818731907291	88.3974978276746	38.624113584329	128.933925721079	16.3261713538586	8.43572588372242	34.1792835759368	42.1631804003446	7.26015077968788	6.55640154992886	15.7459250832863	31.6831485782793	34.8988198884765	37.2186761270286	20.9808767648424	10.7919954932055	32.9257757739028	30.2955227107951	18.1252573446668	32.3254463744763	15.322167457989	17.7211442989921	13.2618982297514	32.3254463744763	13.2618982297514	37.7263333456805	128.933925721079	26.4111936868499	37.2186761270286	28.3355908749301
