Genes	Healthy_Sample_1	Healthy_Sample_2	Healthy_Sample_3	Healthy_Sample_4	Healthy_Sample_5	Healthy_Sample_6	Healthy_Sample_7	Healthy_Sample_8	Healthy_Sample_9	Healthy_Sample_10	Healthy_Sample_11	Healthy_Sample_12	Healthy_Sample_13	Healthy_Sample_14	Healthy_Sample_15	Healthy_Sample_16	Healthy_Sample_17	Healthy_Sample_18	Healthy_Sample_19	Healthy_Sample_20	Healthy_Sample_21	Healthy_Sample_22	Healthy_Sample_23	Healthy_Sample_24	Healthy_Sample_25	Healthy_Sample_26	Healthy_Sample_27	Healthy_Sample_28	Healthy_Sample_29	Healthy_Sample_30	Healthy_Sample_31	Healthy_Sample_32	Healthy_Sample_33	Healthy_Sample_34	Healthy_Sample_35	Healthy_Sample_36	Healthy_Sample_37	Healthy_Sample_38	Healthy_Sample_39	Healthy_Sample_40	Healthy_Sample_41	Healthy_Sample_42	Healthy_Sample_43	Healthy_Sample_44	Healthy_Sample_45	Healthy_Sample_46	Healthy_Sample_47	Healthy_Sample_48	Healthy_Sample_49	Healthy_Sample_50
Gene_11	17.1535318880636	21.8514598755075	10.6780797710531	21.212870524383	11.3378817961024	6.1838176130144	11.6380039744405	10.8561301495702	12.7822712342029	14.3682093418063	14.9629856402982	10.6259056672304	6.13461253045687	68.0899347679625	22.8189793968739	58.7569349007852	10.1114176231623	12.4074418544125	8.62408836658689	10.2515504757151	6.36924549121204	24.0724511314219	12.5272659334655	12.5272659334655	16.3987134236129	5.87566461385928	13.9681487527369	10.9022394455191	16.2899324868006	11.0054976815423	11.2163237208439	7.49237741784359	10.6259056672304	9.39235620398077	10.2515504757151	15.9487494578221	20.9474851713091	9.68160716804913	77.8756074499819	43.6654820975222	14.1300511299207	11.8163672667684	8.39733485521566	17.3878133613444	19.766192618473	5.28629820370921	5.67256680317667	8.03619739454851	5.724369819343	35.657856428887
Gene_12	23.6999222373446	15.7170922668328	16.5114767400998	19.6167293736403	10.3557794516138	8.99439938025693	18.803660514718	6.69541847802178	15.8301268024433	9.14418191097619	20.4848535237408	5.67256680317667	4.04827698183032	32.6488951089176	11.1668760737443	18.963872539649	6.36924549121204	11.2163237208439	14.8767424472945	19.1144795561109	3.98287175043656	12.2298512369179	13.5122736895722	8.80252493390918	9.14418191097619	6.32278155718916	24.8417370283284	19.2771235449474	8.58510266499726	16.9282187906793	7.27086752194641	9.34451173735634	12.7077198827285	8.99439938025693	4.28890416982189	16.8320337022982	14.790902690711	15.3327706799158	47.1999205082469	21.212870524383	8.17637614264666	17.2755370781103	14.6254376158024	21.4146792194317	20.2831857536648	6.74185257648465	9.84167056451137	14.9629856402982	19.2771235449474	19.6167293736403
Gene_13	16.2899324868006	16.6199309620497	4.35311511589876	58.7569349007852	21.212870524383	8.08245026917248	19.4455466216116	10.2069363146387	86.0779561001107	15.5275077218809	15.6282718366389	2.5293288334173	4.11116841613671	8.76242622343047	7.72538110695916	7.0360466930583	11.519295399218	12.2298512369179	8.58510266499726	15.3327706799158	3.51914384253499	12.4074418544125	16.1779455050325	11.9180114787809	19.4455466216116	58.7569349007852	15.5275077218809	9.63363384269274	10.8561301495702	11.519295399218	5.724369819343	9.14418191097619	8.94745052650199	6.98979618506796	6.4082516484396	68.0899347679625	12.2904403452653	45.1683381742695	56.8041454134601	10.4602039690111	11.6380039744405	16.8320337022982	18.23667528445	18.5282605062036	13.7273706018599	14.9629856402982	13.044316766151	13.9681487527369	5.58130186941876	11.7547014100517
Gene_14	21.4146792194317	17.3878133613444	8.80252493390918	13.4376786273286	11.6380039744405	13.8805963682409	41.5126527521229	11.3378817961024	17.639005104627	12.9813468549726	19.6167293736403	7.30762869727681	5.93300790292524	58.7569349007852	18.803660514718	8.80252493390918	22.440690257256	11.8163672667684	13.1743683680332	17.7944910907704	5.28629820370921	19.766192618473	34.7684258409713	10.5723286234465	16.1779455050325	16.9282187906793	11.5785861095489	7.39822465768567	5.22121812757944	7.39822465768567	4.68867859769807	9.84167056451137	4.98949293865547	20.9474851713091	13.1743683680332	16.6199309620497	10.9022394455191	10.3557794516138	68.0899347679625	24.0724511314219	10.2515504757151	7.58095770328917	11.1668760737443	30.6636778425514	23.2043505634439	16.1779455050325	17.639005104627	8.47826849222933	12.5272659334655	58.7569349007852
Gene_15	10.4053199184768	18.963872539649	11.519295399218	14.2866023144387	14.5397776011079	10.7909993166238	14.2866023144387	12.5769652715003	62.8262640818709	13.5122736895722	12.9114674302589	5.53635187831757	5.48911607279452	14.3682093418063	11.0650719193012	10.6780797710531	10.7909993166238	12.1155739371718	10.9490007428862	41.5126527521229	6.03009064216957	9.9480011622066	16.8320337022982	5.04516388224589	6.69541847802178	14.3682093418063	22.1729608922363	19.766192618473	6.13461253045687	15.1558089647236	10.1617357896903	8.03619739454851	11.4573680351607	7.08432155418825	4.47067293751405	52.560919016783	19.4455466216116	20.1001843713718	51.3676172321916	19.4455466216116	12.7077198827285	17.639005104627	10.8561301495702	8.12826575728845	11.3378817961024	7.35131889329766	19.6167293736403	11.9758334405576	9.84167056451137	13.5870023672021
Gene_16	10.0492529293162	11.6380039744405	8.3118516389923	13.7273706018599	16.6199309620497	11.3989660951355	8.58510266499726	7.0360466930583	41.5126527521229	10.0492529293162	41.5126527521229	6.51216125297158	5.22121812757944	11.519295399218	6.79249975720138	10.2515504757151	7.49237741784359	5.04516388224589	77.8756074499819	14.1300511299207	8.3118516389923	8.35445824950498	17.3878133613444	19.9216881500432	13.7965906867461	9.58933882712519	8.62408836658689	32.6488951089176	6.69541847802178	15.4269593928486	5.22121812757944	11.8670440969297	9.44199732280661	10.9022394455191	19.766192618473	32.6488951089176	11.3989660951355	14.1300511299207	41.5126527521229	9.34451173735634	13.3709768009888	48.6787714734995	4.68867859769807	20.2831857536648	11.519295399218	11.9180114787809	20.9474851713091	9.72872590591212	15.8301268024433	39.7541781426729
Gene_17	20.1001843713718	9.68160716804913	14.2245884819411	14.2245884819411	49.7674618373083	11.4573680351607	38.5732180833289	12.7077198827285	49.7674618373083	20.1001843713718	30.6636778425514	12.1744393276414	12.5272659334655	14.9629856402982	35.657856428887	20.7270562470127	7.90082578257547	16.1779455050325	10.4602039690111	20.4848535237408	8.27100579933143	9.72872590591212	77.8756074499819	8.12826575728845	11.5785861095489	6.28121411503206	6.79249975720138	9.1965963423497	7.44533775652045	22.1729608922363	6.60900685491028	20.7270562470127	5.10661486294262	4.98949293865547	7.81211389606926	8.80252493390918	12.7077198827285	41.5126527521229	20.9474851713091	34.7684258409713	14.5397776011079	6.79249975720138	3.84094860039579	54.5858342437315	42.0921380121756	8.90668034410158	49.7674618373083	17.1535318880636	11.3378817961024	20.4848535237408
Gene_18	5.58130186941876	20.1001843713718	6.93799561189319	24.0724511314219	5.33648800232459	11.8163672667684	16.3987134236129	12.7822712342029	21.8514598755075	19.1144795561109	9.9480011622066	9.14418191097619	5.10661486294262	33.763690448576	12.2298512369179	43.6654820975222	14.1300511299207	9.24447613107962	15.0530334715437	20.7270562470127	6.23589093855766	2.73043774701018	47.1999205082469	11.1668760737443	7.49237741784359	16.1779455050325	8.3118516389923	10.6780797710531	12.2298512369179	12.4074418544125	9.63363384269274	15.9487494578221	5.58130186941876	13.1057171245199	6.1838176130144	10.0065575826383	9.78450029129418	17.9346972919715	38.5732180833289	14.4493320015416	9.84167056451137	15.9487494578221	7.94855742312801	77.8756074499819	13.2416843764564	14.2245884819411	9.39235620398077	8.76242622343047	16.5114767400998	60.9595136402892
Gene_19	13.4376786273286	15.9487494578221	13.5122736895722	11.9180114787809	6.03009064216957	12.1744393276414	20.4848535237408	10.1114176231623	77.8756074499819	21.6170861944975	50.4794723161775	6.74185257648465	4.16621552457773	6.23589093855766	15.2443780151849	10.1114176231623	10.5723286234465	7.08432155418825	34.7684258409713	35.657856428887	5.10661486294262	13.7965906867461	21.6170861944975	20.7270562470127	13.3709768009888	18.963872539649	8.76242622343047	11.7547014100517	5.16307075126598	20.9474851713091	7.94855742312801	12.9114674302589	13.6622868238754	13.044316766151	11.0054976815423	11.8670440969297	16.0572684926662	5.82709245463829	49.7674618373083	64.8432553104911	13.5122736895722	12.9813468549726	19.2771235449474	9.78450029129418	12.3476146259159	12.5272659334655	13.1743683680332	5.53635187831757	6.32278155718916	56.8041454134601
Gene_20	12.1744393276414	14.7107593582284	7.17920880983965	19.1144795561109	8.39733485521566	5.33648800232459	14.8767424472945	6.51216125297158	19.766192618473	14.2866023144387	21.212870524383	2.90079820621169	6.0796084583769	18.803660514718	16.8320337022982	14.1300511299207	15.2443780151849	12.8480643531937	11.0650719193012	24.0724511314219	6.0796084583769	8.17637614264666	68.0899347679625	15.0530334715437	6.55779722200068	46.0939037185004	15.4269593928486	38.5732180833289	12.6405264548456	4.35311511589876	6.51216125297158	10.736714736619	21.8514598755075	11.519295399218	10.4053199184768	10.9490007428862	15.2443780151849	14.4493320015416	42.0921380121756	12.2298512369179	15.2443780151849	7.35131889329766	7.13211508620836	11.6964581324981	23.6999222373446	13.7965906867461	20.7270562470127	5.58130186941876	11.5785861095489	23.2043505634439
Gene_21	13.6622868238754	14.4493320015416	7.94855742312801	8.52879405583369	10.9022394455191	9.72872590591212	16.1779455050325	8.47826849222933	11.8670440969297	15.0530334715437	14.3682093418063	8.03619739454851	7.99431441713836	8.85829395142571	17.0346867478776	15.0530334715437	9.44199732280661	6.8980526146834	8.27100579933143	86.0779561001107	3.91727331393472	13.6622868238754	42.0921380121756	18.3998262131423	6.84201087363627	9.49242102080074	9.78450029129418	7.94855742312801	5.28629820370921	17.7944910907704	4.64262994404348	19.6167293736403	17.639005104627	9.58933882712519	2.90079820621169	9.58933882712519	18.0893813413508	19.6167293736403	52.560919016783	35.657856428887	11.8163672667684	9.34451173735634	14.2866023144387	20.1001843713718	7.99431441713836	9.9480011622066	11.1668760737443	13.7965906867461	10.9022394455191	20.2831857536648
Gene_22	6.74185257648465	15.2443780151849	16.1779455050325	10.9022394455191	10.1114176231623	42.7198736875391	13.7273706018599	17.3878133613444	22.1729608922363	6.51216125297158	38.5732180833289	7.44533775652045	6.4082516484396	9.58933882712519	12.5769652715003	8.52879405583369	7.27086752194641	8.27100579933143	4.58115046950768	54.5858342437315	10.7909993166238	3.75699404078734	10.736714736619	7.30762869727681	13.5122736895722	10.511308509667	13.5870023672021	9.04334898711668	15.7170922668328	10.6780797710531	7.53879140181194	7.63217980237752	9.78450029129418	7.63217980237752	3.61614444090234	11.1180781818196	15.6282718366389	42.7198736875391	58.7569349007852	52.560919016783	13.9681487527369	19.4455466216116	11.5785861095489	68.0899347679625	17.5216145513048	11.6380039744405	15.0530334715437	8.22105949912106	14.9629856402982	17.7944910907704
Gene_23	8.85829395142571	12.0430747761832	11.0650719193012	13.5870023672021	12.9813468549726	13.7273706018599	17.1535318880636	8.03619739454851	8.90668034410158	6.46493032992973	45.1683381742695	6.79249975720138	7.30762869727681	9.68160716804913	12.4662185237126	14.0476686671545	14.8767424472945	11.8670440969297	52.560919016783	50.4794723161775	5.62730413206409	12.5272659334655	15.4269593928486	8.39733485521566	6.23589093855766	8.76242622343047	17.1535318880636	22.1729608922363	9.72872590591212	13.7273706018599	9.78450029129418	2.90079820621169	22.440690257256	23.6999222373446	8.12826575728845	9.53985313051418	13.7965906867461	33.763690448576	62.8262640818709	15.3327706799158	11.3989660951355	18.963872539649	4.51994729292734	45.1683381742695	32.6488951089176	11.0054976815423	9.53985313051418	10.4602039690111	4.91703265698303	64.8432553104911
Gene_24	18.3998262131423	13.5122736895722	11.1668760737443	11.8670440969297	9.04334898711668	6.79249975720138	10.9490007428862	7.22973839005062	12.3476146259159	11.9180114787809	24.8417370283284	3.13616936358715	3.84094860039579	8.39733485521566	15.8301268024433	8.27100579933143	15.6282718366389	13.9681487527369	10.2069363146387	13.5870023672021	3.02517085462687	15.6282718366389	12.8480643531937	17.5216145513048	6.46493032992973	33.763690448576	16.1779455050325	12.0430747761832	13.1057171245199	11.1180781818196	3.69174008377818	7.53879140181194	6.93799561189319	11.1668760737443	7.44533775652045	7.99431441713836	13.5122736895722	14.2245884819411	86.0779561001107	13.3709768009888	11.9758334405576	6.28121411503206	5.97432414410656	17.1535318880636	20.9474851713091	12.4074418544125	13.9681487527369	15.7170922668328	13.5122736895722	17.3878133613444
Gene_25	11.519295399218	16.7291631171227	14.8767424472945	11.7547014100517	5.53635187831757	13.2416843764564	14.6254376158024	11.1180781818196	15.4269593928486	10.1114176231623	15.1558089647236	5.44080051090955	9.53985313051418	13.7965906867461	21.8514598755075	8.39733485521566	11.1668760737443	4.80966924303014	8.39733485521566	77.8756074499819	4.98949293865547	10.7909993166238	64.8432553104911	7.0360466930583	3.61614444090234	9.68160716804913	9.1965963423497	4.64262994404348	11.519295399218	10.2515504757151	3.24089793182966	11.4573680351607	7.49237741784359	4.16621552457773	7.58095770328917	10.3557794516138	62.8262640818709	43.6654820975222	45.1683381742695	12.9813468549726	20.1001843713718	7.30762869727681	9.49242102080074	23.2043505634439	13.3068561979335	9.63363384269274	7.17920880983965	8.52879405583369	6.0796084583769	45.1683381742695
Gene_26	11.3378817961024	30.6636778425514	10.1114176231623	9.78450029129418	17.0346867478776	13.3068561979335	13.2416843764564	8.62408836658689	13.7965906867461	9.89803216228792	8.12826575728845	4.98949293865547	3.75699404078734	12.7822712342029	18.963872539649	11.8670440969297	9.9480011622066	12.0430747761832	20.7270562470127	56.8041454134601	4.91703265698303	10.0065575826383	19.9216881500432	9.9480011622066	5.38767506058308	11.3989660951355	7.0360466930583	9.89803216228792	6.4082516484396	10.1617357896903	8.3118516389923	8.76242622343047	17.1535318880636	6.1838176130144	7.0360466930583	54.5858342437315	34.7684258409713	14.0476686671545	50.4794723161775	8.47826849222933	10.8561301495702	15.6282718366389	11.2798420256754	19.2771235449474	51.3676172321916	14.0476686671545	39.7541781426729	7.99431441713836	15.6282718366389	46.0939037185004
Gene_27	17.639005104627	17.7944910907704	10.4602039690111	20.2831857536648	8.76242622343047	14.2866023144387	9.39235620398077	7.67320637834499	52.560919016783	13.2416843764564	16.9282187906793	4.04827698183032	6.03009064216957	12.4074418544125	7.44533775652045	19.4455466216116	13.5122736895722	9.63363384269274	12.2904403452653	19.766192618473	2.21235773587292	23.2043505634439	21.4146792194317	13.5122736895722	10.1114176231623	16.3987134236129	33.763690448576	9.68160716804913	9.89803216228792	10.2069363146387	4.41286700653818	11.6380039744405	13.7273706018599	8.08245026917248	2.5293288334173	21.4146792194317	7.85039757712111	21.6170861944975	43.6654820975222	17.2755370781103	14.6254376158024	17.7944910907704	6.98979618506796	18.6712911515781	9.68160716804913	16.9282187906793	11.3378817961024	6.93799561189319	9.9480011622066	51.3676172321916
Gene_28	8.17637614264666	11.6964581324981	8.58510266499726	64.8432553104911	4.98949293865547	6.03009064216957	17.639005104627	6.8980526146834	18.23667528445	16.5114767400998	22.8189793968739	4.64262994404348	12.4662185237126	11.8163672667684	6.23589093855766	18.23667528445	18.0893813413508	7.72538110695916	68.0899347679625	47.1999205082469	3.84094860039579	10.9022394455191	12.6405264548456	4.68867859769807	6.03009064216957	2.90079820621169	10.4602039690111	13.3068561979335	7.22973839005062	17.1535318880636	33.763690448576	10.6780797710531	16.1779455050325	12.3476146259159	3.69174008377818	14.4493320015416	7.76723118750557	15.6282718366389	35.657856428887	45.1683381742695	23.6999222373446	18.803660514718	14.2245884819411	56.8041454134601	4.75055636066751	5.62730413206409	30.6636778425514	8.39733485521566	13.5870023672021	54.5858342437315
Gene_29	16.3987134236129	11.2798420256754	10.8561301495702	14.7107593582284	8.94745052650199	7.58095770328917	17.7944910907704	15.4269593928486	11.6964581324981	9.58933882712519	15.8301268024433	6.55779722200068	5.77267669827387	19.6167293736403	15.0530334715437	23.6999222373446	42.0921380121756	49.7674618373083	8.03619739454851	24.8417370283284	3.75699404078734	9.78450029129418	24.8417370283284	13.7273706018599	15.8301268024433	4.58115046950768	7.81211389606926	11.6380039744405	3.84094860039579	12.3476146259159	5.53635187831757	3.84094860039579	6.69541847802178	5.22121812757944	5.38767506058308	41.5126527521229	47.1999205082469	102.527266316849	21.212870524383	10.0065575826383	16.9282187906793	18.0893813413508	16.8320337022982	35.657856428887	56.8041454134601	8.99439938025693	64.8432553104911	14.4493320015416	7.22973839005062	50.4794723161775
Gene_30	14.0476686671545	15.1558089647236	11.7547014100517	13.8805963682409	17.639005104627	8.52879405583369	12.1744393276414	6.03009064216957	8.80252493390918	9.44199732280661	15.2443780151849	10.2515504757151	6.36924549121204	14.7107593582284	14.2866023144387	13.8805963682409	14.4493320015416	12.6405264548456	13.3709768009888	39.7541781426729	6.98979618506796	6.1838176130144	14.6254376158024	8.90668034410158	8.12826575728845	15.1558089647236	10.511308509667	15.3327706799158	7.13211508620836	12.5272659334655	7.72538110695916	7.76723118750557	8.62408836658689	4.51994729292734	9.58933882712519	14.7107593582284	13.044316766151	22.8189793968739	30.6636778425514	48.6787714734995	13.2416843764564	10.3033616113359	13.3709768009888	37.5768389734225	20.4848535237408	11.3989660951355	22.440690257256	11.8670440969297	14.7107593582284	15.8301268024433
Gene_31	12.3476146259159	20.9474851713091	3.51914384253499	13.5122736895722	5.16307075126598	20.7270562470127	10.1617357896903	16.2899324868006	45.1683381742695	14.8767424472945	12.1155739371718	12.6405264548456	46.0939037185004	8.58510266499726	5.10661486294262	7.22973839005062	5.93300790292524	7.17920880983965	64.8432553104911	15.9487494578221	15.5275077218809	49.7674618373083	8.43261293496621	14.7107593582284	5.62730413206409	7.67320637834499	8.43261293496621	9.9480011622066	7.72538110695916	5.38767506058308	6.23589093855766	11.8163672667684	17.9346972919715	17.9346972919715	13.5122736895722	10.1617357896903	12.6405264548456	12.5272659334655	3.24089793182966	12.9114674302589	3.61614444090234	11.6380039744405	8.08245026917248	5.04516388224589	13.5870023672021	8.39733485521566	14.790902690711	10.3033616113359	9.24447613107962	14.790902690711
Gene_32	6.51216125297158	68.0899347679625	4.11116841613671	8.35445824950498	16.2899324868006	45.1683381742695	15.8301268024433	12.0430747761832	12.1744393276414	8.80252493390918	13.7965906867461	9.53985313051418	7.49237741784359	35.657856428887	3.69174008377818	3.13616936358715	2.73043774701018	10.3033616113359	19.2771235449474	3.34937251063671	8.90668034410158	45.1683381742695	16.9282187906793	64.8432553104911	7.53879140181194	3.34937251063671	15.3327706799158	20.9474851713091	3.24089793182966	2.73043774701018	7.30762869727681	12.8480643531937	16.6199309620497	19.2771235449474	9.14418191097619	4.11116841613671	13.1743683680332	15.2443780151849	7.49237741784359	12.4662185237126	7.39822465768567	8.17637614264666	6.28121411503206	14.0476686671545	5.87566461385928	17.3878133613444	68.0899347679625	10.8561301495702	13.7273706018599	13.9681487527369
