Genes	Diseased_Sample_1	Diseased_Sample_2	Diseased_Sample_3	Diseased_Sample_4	Diseased_Sample_5	Diseased_Sample_6	Diseased_Sample_7	Diseased_Sample_8	Diseased_Sample_9	Diseased_Sample_10	Diseased_Sample_11	Diseased_Sample_12	Diseased_Sample_13	Diseased_Sample_14	Diseased_Sample_15	Diseased_Sample_16	Diseased_Sample_17	Diseased_Sample_18	Diseased_Sample_19	Diseased_Sample_20	Diseased_Sample_21	Diseased_Sample_22	Diseased_Sample_23	Diseased_Sample_24	Diseased_Sample_25	Diseased_Sample_26	Diseased_Sample_27	Diseased_Sample_28	Diseased_Sample_29	Diseased_Sample_30	Diseased_Sample_31	Diseased_Sample_32	Diseased_Sample_33	Diseased_Sample_34	Diseased_Sample_35	Diseased_Sample_36	Diseased_Sample_37	Diseased_Sample_38	Diseased_Sample_39	Diseased_Sample_40	Diseased_Sample_41	Diseased_Sample_42	Diseased_Sample_43	Diseased_Sample_44	Diseased_Sample_45	Diseased_Sample_46	Diseased_Sample_47	Diseased_Sample_48	Diseased_Sample_49	Diseased_Sample_50
Gene_11	7.44533775652045	13.8805963682409	8.39733485521566	7.17920880983965	5.28629820370921	12.9114674302589	16.9282187906793	4.28890416982189	10.4053199184768	14.8767424472945	9.39235620398077	3.69174008377818	42.0921380121756	6.8980526146834	6.74185257648465	10.3033616113359	5.04516388224589	19.2771235449474	6.8980526146834	10.6259056672304	13.2416843764564	17.5216145513048	37.5768389734225	5.22121812757944	38.5732180833289	10.1617357896903	9.53985313051418	14.1300511299207	10.8561301495702	19.1144795561109	5.58130186941876	4.51994729292734	2.21235773587292	13.044316766151	14.2245884819411	52.560919016783	3.24089793182966	20.2831857536648	10.2515504757151	12.1155739371718	16.3987134236129	4.41286700653818	60.9595136402892	13.3709768009888	3.69174008377818	14.5397776011079	10.736714736619	9.04334898711668	12.1155739371718	18.23667528445
Gene_12	24.8417370283284	9.29018551497404	7.27086752194641	5.38767506058308	8.08245026917248	8.43261293496621	15.6282718366389	9.84167056451137	10.3557794516138	17.9346972919715	8.22105949912106	8.17637614264666	102.527266316849	10.736714736619	13.9681487527369	17.2755370781103	4.41286700653818	58.7569349007852	6.79249975720138	7.0360466930583	49.7674618373083	12.9114674302589	19.4455466216116	2.5293288334173	13.4376786273286	9.78450029129418	6.55779722200068	35.657856428887	3.34937251063671	35.657856428887	6.93799561189319	2.90079820621169	3.98287175043656	11.9180114787809	12.6405264548456	13.8805963682409	21.6170861944975	19.6167293736403	3.13616936358715	15.3327706799158	9.68160716804913	9.84167056451137	62.8262640818709	24.8417370283284	5.33648800232459	8.62408836658689	8.85829395142571	12.7822712342029	8.39733485521566	19.766192618473
Gene_13	68.0899347679625	7.67320637834499	10.511308509667	3.61614444090234	4.68867859769807	13.044316766151	11.1668760737443	13.1743683680332	7.39822465768567	15.2443780151849	6.28121411503206	3.61614444090234	13.5870023672021	13.1743683680332	10.3033616113359	6.60900685491028	7.58095770328917	51.3676172321916	7.67320637834499	21.212870524383	54.5858342437315	13.7273706018599	9.09664031979295	6.13461253045687	64.8432553104911	16.5114767400998	14.8767424472945	17.9346972919715	9.68160716804913	22.1729608922363	13.6622868238754	3.02517085462687	4.41286700653818	10.1114176231623	62.8262640818709	10.2515504757151	10.5723286234465	7.85039757712111	4.41286700653818	14.4493320015416	8.39733485521566	7.17920880983965	18.3998262131423	10.9490007428862	12.8480643531937	10.1114176231623	15.7170922668328	9.72872590591212	9.78450029129418	52.560919016783
Gene_14	15.5275077218809	15.8301268024433	8.08245026917248	6.1838176130144	9.34451173735634	19.9216881500432	8.94745052650199	11.2163237208439	8.12826575728845	11.9180114787809	6.0796084583769	3.02517085462687	17.1535318880636	16.8320337022982	8.52879405583369	8.03619739454851	11.8163672667684	86.0779561001107	10.4602039690111	48.6787714734995	21.4146792194317	21.212870524383	12.4074418544125	3.91727331393472	7.90082578257547	16.1779455050325	5.97432414410656	102.527266316849	9.9480011622066	19.9216881500432	4.16621552457773	4.11116841613671	4.16621552457773	11.8163672667684	10.6259056672304	18.3998262131423	12.5769652715003	12.5272659334655	9.78450029129418	10.4053199184768	8.76242622343047	4.68867859769807	12.0430747761832	12.7822712342029	8.35445824950498	13.6622868238754	12.7822712342029	9.58933882712519	5.67256680317667	14.6254376158024
Gene_15	7.30762869727681	5.44080051090955	8.58510266499726	7.81211389606926	12.6405264548456	10.8561301495702	13.1057171245199	4.98949293865547	17.1535318880636	11.2163237208439	10.4053199184768	4.91703265698303	21.4146792194317	51.3676172321916	9.58933882712519	6.36924549121204	6.69541847802178	16.0572684926662	5.10661486294262	10.736714736619	13.9681487527369	10.2069363146387	11.8163672667684	4.22659226228953	49.7674618373083	60.9595136402892	6.23589093855766	60.9595136402892	7.44533775652045	17.3878133613444	9.63363384269274	6.4082516484396	4.47067293751405	11.2163237208439	11.1668760737443	9.63363384269274	10.4602039690111	10.3033616113359	2.21235773587292	12.1744393276414	19.4455466216116	6.98979618506796	12.7822712342029	16.0572684926662	5.724369819343	8.71854013727195	16.8320337022982	14.2866023144387	7.85039757712111	6.93799561189319
Gene_16	16.7291631171227	43.6654820975222	12.7077198827285	3.44268451561281	5.22121812757944	7.81211389606926	33.763690448576	8.62408836658689	19.1144795561109	14.790902690711	10.1617357896903	7.22973839005062	20.7270562470127	18.803660514718	8.22105949912106	16.1779455050325	12.4662185237126	12.7077198827285	4.41286700653818	20.4848535237408	23.2043505634439	43.6654820975222	23.6999222373446	4.16621552457773	11.5785861095489	8.85829395142571	8.43261293496621	14.9629856402982	8.99439938025693	43.6654820975222	7.13211508620836	3.91727331393472	3.24089793182966	12.7822712342029	16.2899324868006	18.6712911515781	4.41286700653818	8.94745052650199	9.34451173735634	13.7273706018599	10.8561301495702	6.46493032992973	52.560919016783	14.2245884819411	13.7965906867461	11.1180781818196	18.6712911515781	16.2899324868006	13.3709768009888	8.03619739454851
Gene_17	38.5732180833289	4.91703265698303	13.7273706018599	6.03009064216957	9.29018551497404	11.0650719193012	6.93799561189319	11.3378817961024	17.0346867478776	11.6380039744405	15.1558089647236	5.22121812757944	15.3327706799158	10.2069363146387	10.4053199184768	15.3327706799158	8.71854013727195	19.9216881500432	5.97432414410656	14.790902690711	45.1683381742695	12.7822712342029	15.8301268024433	5.10661486294262	11.1668760737443	12.9114674302589	3.75699404078734	13.4376786273286	9.09664031979295	9.09664031979295	7.49237741784359	3.44268451561281	3.44268451561281	18.5282605062036	64.8432553104911	11.0650719193012	7.58095770328917	34.7684258409713	6.13461253045687	8.94745052650199	12.2298512369179	9.39235620398077	17.1535318880636	12.6405264548456	10.1617357896903	54.5858342437315	9.29018551497404	14.0476686671545	10.6780797710531	11.2798420256754
Gene_18	15.4269593928486	12.9813468549726	12.4074418544125	4.04827698183032	3.91727331393472	9.44199732280661	9.29018551497404	5.77267669827387	8.43261293496621	10.0492529293162	17.3878133613444	5.53635187831757	19.9216881500432	10.4053199184768	11.3989660951355	7.27086752194641	16.6199309620497	11.2798420256754	5.53635187831757	20.1001843713718	13.7965906867461	15.1558089647236	21.8514598755075	4.80966924303014	12.5769652715003	17.0346867478776	9.78450029129418	15.7170922668328	15.2443780151849	8.62408836658689	16.1779455050325	7.0360466930583	2.90079820621169	11.3989660951355	9.84167056451137	12.1744393276414	11.8670440969297	13.4376786273286	9.14418191097619	9.58933882712519	10.9490007428862	11.1180781818196	43.6654820975222	21.4146792194317	12.0430747761832	11.0054976815423	43.6654820975222	12.4074418544125	8.71854013727195	14.790902690711
Gene_19	11.6964581324981	22.8189793968739	6.8980526146834	5.48911607279452	10.4602039690111	16.1779455050325	4.58115046950768	6.36924549121204	6.8980526146834	10.6780797710531	6.69541847802178	8.80252493390918	16.3987134236129	33.763690448576	16.5114767400998	15.0530334715437	6.36924549121204	12.1155739371718	5.77267669827387	10.0065575826383	13.3709768009888	13.4376786273286	64.8432553104911	3.51914384253499	13.3709768009888	16.9282187906793	20.4848535237408	10.4602039690111	15.9487494578221	14.2245884819411	6.4082516484396	2.21235773587292	2.73043774701018	18.3998262131423	24.8417370283284	5.87566461385928	9.1965963423497	6.51216125297158	5.16307075126598	14.0476686671545	12.9114674302589	49.7674618373083	54.5858342437315	39.7541781426729	3.61614444090234	9.09664031979295	11.1180781818196	6.0796084583769	8.22105949912106	9.24447613107962
Gene_20	14.8767424472945	7.63217980237752	7.58095770328917	3.24089793182966	12.9813468549726	6.4082516484396	10.3033616113359	12.3476146259159	13.7965906867461	21.4146792194317	5.87566461385928	3.24089793182966	49.7674618373083	11.6964581324981	10.0065575826383	12.5272659334655	12.2298512369179	12.2298512369179	9.39235620398077	11.5785861095489	39.7541781426729	10.0492529293162	16.3987134236129	5.58130186941876	8.3118516389923	10.5723286234465	20.7270562470127	18.23667528445	12.7822712342029	13.3709768009888	5.97432414410656	7.08432155418825	3.91727331393472	6.4082516484396	54.5858342437315	8.71854013727195	3.91727331393472	11.8670440969297	6.51216125297158	9.29018551497404	9.72872590591212	11.2798420256754	20.9474851713091	68.0899347679625	8.71854013727195	10.4602039690111	19.1144795561109	15.2443780151849	11.8670440969297	10.3557794516138
Gene_21	18.803660514718	12.4662185237126	6.98979618506796	8.85829395142571	5.10661486294262	14.5397776011079	11.6380039744405	6.46493032992973	7.90082578257547	12.0430747761832	8.3118516389923	4.98949293865547	54.5858342437315	10.9490007428862	6.60900685491028	11.2798420256754	19.2771235449474	19.766192618473	11.2798420256754	13.7965906867461	10.6259056672304	14.3682093418063	20.2831857536648	5.04516388224589	8.76242622343047	15.9487494578221	5.62730413206409	13.6622868238754	10.5723286234465	13.7273706018599	6.84201087363627	4.47067293751405	3.02517085462687	14.4493320015416	17.9346972919715	9.14418191097619	4.58115046950768	9.68160716804913	6.65744855599328	16.2899324868006	17.9346972919715	9.34451173735634	50.4794723161775	13.5870023672021	7.35131889329766	11.5785861095489	60.9595136402892	15.1558089647236	18.963872539649	20.1001843713718
Gene_22	17.0346867478776	10.0492529293162	8.27100579933143	7.30762869727681	11.6380039744405	10.4602039690111	50.4794723161775	4.64262994404348	5.67256680317667	39.7541781426729	13.2416843764564	6.46493032992973	16.9282187906793	12.5769652715003	8.47826849222933	6.28121411503206	5.93300790292524	62.8262640818709	15.6282718366389	52.560919016783	19.9216881500432	19.2771235449474	11.8670440969297	5.77267669827387	10.1114176231623	10.3033616113359	8.39733485521566	13.5870023672021	9.89803216228792	16.7291631171227	7.99431441713836	8.47826849222933	3.13616936358715	8.35445824950498	14.4493320015416	16.0572684926662	8.12826575728845	10.3557794516138	4.51994729292734	46.0939037185004	15.0530334715437	10.6259056672304	20.4848535237408	17.7944910907704	5.28629820370921	6.98979618506796	19.766192618473	6.65744855599328	9.04334898711668	37.5768389734225
Gene_23	64.8432553104911	15.5275077218809	12.1155739371718	4.41286700653818	13.9681487527369	7.08432155418825	8.03619739454851	8.08245026917248	8.22105949912106	16.5114767400998	22.8189793968739	9.78450029129418	12.9114674302589	12.7822712342029	10.9490007428862	13.3709768009888	3.75699404078734	11.0650719193012	6.32278155718916	47.1999205082469	11.5785861095489	15.8301268024433	45.1683381742695	3.61614444090234	14.2245884819411	18.5282605062036	7.76723118750557	20.9474851713091	6.23589093855766	17.5216145513048	12.7822712342029	3.84094860039579	5.67256680317667	12.4662185237126	10.9490007428862	56.8041454134601	5.22121812757944	10.1114176231623	12.7077198827285	3.02517085462687	21.4146792194317	48.6787714734995	42.7198736875391	20.9474851713091	10.4053199184768	5.93300790292524	7.49237741784359	7.08432155418825	4.51994729292734	11.3378817961024
Gene_24	19.766192618473	8.03619739454851	16.1779455050325	7.85039757712111	15.7170922668328	8.17637614264666	5.53635187831757	8.94745052650199	11.6964581324981	15.5275077218809	13.7965906867461	6.8980526146834	62.8262640818709	6.60900685491028	15.7170922668328	8.71854013727195	7.35131889329766	16.8320337022982	12.9813468549726	33.763690448576	48.6787714734995	13.8805963682409	6.98979618506796	4.58115046950768	16.7291631171227	12.4074418544125	10.6780797710531	39.7541781426729	13.9681487527369	38.5732180833289	9.78450029129418	8.99439938025693	4.04827698183032	13.7273706018599	68.0899347679625	13.3709768009888	2.5293288334173	8.62408836658689	8.17637614264666	8.52879405583369	9.09664031979295	8.67825969902278	15.1558089647236	10.2069363146387	10.1114176231623	7.85039757712111	11.0054976815423	5.82709245463829	11.0054976815423	30.6636778425514
Gene_25	18.3998262131423	10.1114176231623	13.9681487527369	6.23589093855766	13.7273706018599	6.74185257648465	9.72872590591212	6.60900685491028	11.8670440969297	12.7822712342029	11.2798420256754	11.4573680351607	8.94745052650199	9.58933882712519	9.84167056451137	11.3989660951355	8.47826849222933	39.7541781426729	7.49237741784359	22.8189793968739	18.803660514718	24.0724511314219	68.0899347679625	5.97432414410656	21.8514598755075	14.2245884819411	11.5785861095489	15.0530334715437	6.32278155718916	17.7944910907704	4.35311511589876	4.04827698183032	3.69174008377818	6.65744855599328	102.527266316849	12.9114674302589	2.73043774701018	17.9346972919715	14.8767424472945	5.77267669827387	12.1744393276414	7.94855742312801	46.0939037185004	64.8432553104911	7.49237741784359	17.9346972919715	14.1300511299207	10.2515504757151	15.6282718366389	15.9487494578221
Gene_26	12.2298512369179	22.1729608922363	6.23589093855766	4.47067293751405	12.5769652715003	13.7965906867461	6.46493032992973	5.28629820370921	16.8320337022982	8.85829395142571	12.1744393276414	5.28629820370921	35.657856428887	13.3068561979335	13.044316766151	13.6622868238754	13.8805963682409	22.440690257256	7.27086752194641	14.1300511299207	15.0530334715437	54.5858342437315	22.8189793968739	2.90079820621169	102.527266316849	14.2866023144387	9.04334898711668	21.212870524383	10.3557794516138	15.9487494578221	9.34451173735634	3.51914384253499	3.34937251063671	9.72872590591212	10.511308509667	14.2866023144387	13.5122736895722	14.790902690711	3.34937251063671	8.03619739454851	15.4269593928486	13.9681487527369	12.1744393276414	16.7291631171227	4.35311511589876	8.39733485521566	12.9114674302589	7.76723118750557	7.58095770328917	15.8301268024433
Gene_27	17.5216145513048	19.6167293736403	12.2298512369179	7.13211508620836	8.85829395142571	9.53985313051418	14.8767424472945	8.12826575728845	5.48911607279452	8.08245026917248	4.35311511589876	2.21235773587292	10.3557794516138	10.7909993166238	10.7909993166238	12.2904403452653	12.8480643531937	10.7909993166238	5.28629820370921	13.9681487527369	15.2443780151849	13.044316766151	7.94855742312801	4.47067293751405	9.72872590591212	15.1558089647236	8.94745052650199	10.6780797710531	8.3118516389923	12.4074418544125	5.67256680317667	2.73043774701018	4.28890416982189	12.5272659334655	15.8301268024433	10.6780797710531	6.84201087363627	16.9282187906793	4.98949293865547	8.85829395142571	15.3327706799158	10.736714736619	18.963872539649	23.2043505634439	5.97432414410656	15.6282718366389	23.2043505634439	9.14418191097619	11.9180114787809	18.5282605062036
Gene_28	48.6787714734995	16.1779455050325	12.3476146259159	4.80966924303014	19.1144795561109	9.68160716804913	21.8514598755075	7.76723118750557	5.724369819343	18.5282605062036	10.5723286234465	6.03009064216957	21.212870524383	12.1155739371718	13.8805963682409	15.4269593928486	6.28121411503206	38.5732180833289	5.93300790292524	15.7170922668328	41.5126527521229	12.4662185237126	12.2904403452653	3.69174008377818	6.98979618506796	12.6405264548456	14.790902690711	62.8262640818709	7.0360466930583	11.519295399218	8.71854013727195	8.43261293496621	4.64262994404348	17.2755370781103	18.0893813413508	10.0492529293162	7.67320637834499	13.8805963682409	3.75699404078734	12.5272659334655	9.49242102080074	9.04334898711668	48.6787714734995	12.0430747761832	5.10661486294262	17.3878133613444	12.6405264548456	6.32278155718916	8.43261293496621	17.2755370781103
Gene_29	15.3327706799158	14.1300511299207	13.1057171245199	4.16621552457773	39.7541781426729	9.29018551497404	10.4602039690111	5.04516388224589	12.3476146259159	8.62408836658689	20.2831857536648	6.36924549121204	30.6636778425514	8.76242622343047	9.44199732280661	12.5769652715003	13.5122736895722	9.63363384269274	11.7547014100517	18.803660514718	17.9346972919715	11.2798420256754	20.7270562470127	3.02517085462687	10.7909993166238	17.7944910907704	11.0054976815423	9.72872590591212	4.58115046950768	18.803660514718	13.3068561979335	3.24089793182966	4.11116841613671	15.6282718366389	12.9114674302589	16.1779455050325	7.99431441713836	10.511308509667	7.44533775652045	9.63363384269274	14.7107593582284	7.35131889329766	17.9346972919715	21.6170861944975	6.98979618506796	7.53879140181194	20.2831857536648	6.55779722200068	6.69541847802178	13.5870023672021
Gene_30	30.6636778425514	17.2755370781103	16.3987134236129	12.4074418544125	5.38767506058308	5.93300790292524	14.790902690711	5.82709245463829	13.044316766151	33.763690448576	18.963872539649	3.13616936358715	52.560919016783	13.5870023672021	16.3987134236129	14.6254376158024	3.69174008377818	13.1743683680332	12.9114674302589	86.0779561001107	17.5216145513048	20.1001843713718	46.0939037185004	3.34937251063671	10.6259056672304	13.5870023672021	8.67825969902278	42.7198736875391	5.44080051090955	7.99431441713836	4.28890416982189	7.63217980237752	3.51914384253499	7.13211508620836	38.5732180833289	24.0724511314219	12.9813468549726	8.43261293496621	5.93300790292524	5.38767506058308	13.1057171245199	11.1668760737443	102.527266316849	22.440690257256	9.1965963423497	10.4053199184768	11.8163672667684	11.8670440969297	16.0572684926662	20.7270562470127
Gene_31	21.4146792194317	14.0476686671545	9.53985313051418	3.84094860039579	6.93799561189319	10.736714736619	17.1535318880636	13.4376786273286	42.0921380121756	11.0054976815423	17.7944910907704	21.8514598755075	14.790902690711	11.3378817961024	13.1057171245199	8.58510266499726	13.7965906867461	47.1999205082469	9.24447613107962	16.5114767400998	62.8262640818709	19.6167293736403	6.13461253045687	10.0065575826383	14.1300511299207	5.82709245463829	6.13461253045687	12.6405264548456	4.16621552457773	14.5397776011079	42.7198736875391	16.7291631171227	8.80252493390918	68.0899347679625	8.80252493390918	7.30762869727681	30.6636778425514	15.8301268024433	11.0650719193012	11.1180781818196	8.85829395142571	6.93799561189319	6.32278155718916	18.23667528445	7.99431441713836	22.1729608922363	5.48911607279452	9.89803216228792	9.29018551497404	4.64262994404348
